HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	Entrez Gene ID	Ensembl Gene ID	RefSeq IDs	Vega ID	OMIM ID(supplied by OMIM)	UniProt ID(supplied by UniProt)
HGNC:2707	ACE	angiotensin I converting enzyme	Approved	DCP1	ACE1, CD143	17q23.3	J04144	1636	ENSG00000159640		OTTHUMG00000154927	106180	P12821
HGNC:13557	ACE2	angiotensin I converting enzyme 2	Approved			Xp22	AF291820	59272	ENSG00000130234		OTTHUMG00000021177	300335	Q9BYF1
HGNC:18356	ACER1	alkaline ceramidase 1	Approved	ASAH3		19p13.3	AF347024	125981	ENSG00000167769	NM_133492	OTTHUMG00000180777	613491	Q8TDN7
HGNC:23675	ACER2	alkaline ceramidase 2	Approved	ASAH3L	FLJ41587	9p21.3	AK123581	340485	ENSG00000177076	XM_294540	OTTHUMG00000019644	613492	Q5QJU3
HGNC:16066	ACER3	alkaline ceramidase 3	Approved	PHCA	FLJ11238, APHC	11q13.5	AF214454	55331	ENSG00000078124	NM_018367	OTTHUMG00000165225		Q9NUN7
HGNC:108	ACHE	acetylcholinesterase (Yt blood group)	Approved	YT		7q22		43	ENSG00000087085	NM_015831	OTTHUMG00000157033	100740	P22303
HGNC:17066	ACIN1	apoptotic chromatin condensation inducer 1	Approved	ACINUS	KIAA0670, fSAP152	14q11.2	AB014570	22985	ENSG00000100813	NM_014977	OTTHUMG00000028716	604562	Q9UKV3
HGNC:4035	ACKR1	atypical chemokine receptor 1 (Duffy blood group)	Approved	FY, DARC	CCBP1, GPD, Dfy, CD234	1q21-q22	U01839	2532	ENSG00000213088	NM_002036	OTTHUMG00000037182	613665	Q16570
HGNC:1565	ACKR2	atypical chemokine receptor 2	Approved	CMKBR9, CCBP2	CCR10, D6, CCR9	3p21.3	U94888	1238	ENSG00000144648	NM_001296	OTTHUMG00000186377	602648	O00590
HGNC:23692	ACKR3	atypical chemokine receptor 3	Approved	CMKOR1, CXCR7	RDC1, GPR159	2q37.3	BC008459	57007	ENSG00000144476	NM_020311	OTTHUMG00000133295	610376	P25106
HGNC:1611	ACKR4	atypical chemokine receptor 4	Approved	CCRL1	CCR11, CCBP2, VSHK1, CCX-CKR, PPR1	3q22	AF110640	51554	ENSG00000129048	NM_016557	OTTHUMG00000159768	606065	Q9NPB9
HGNC:115	ACLY	ATP citrate lyase	Approved		ATPCL, CLATP, ACL	17q21.2	X64330	47	ENSG00000131473	NM_001096	OTTHUMG00000133507	108728	P53396
HGNC:19288	ACMSD	aminocarboxymuconate semialdehyde decarboxylase	Approved			2q21.3	AB071418	130013	ENSG00000153086		OTTHUMG00000131711	608889	Q8TDX5
HGNC:117	ACO1	aconitase 1, soluble	Approved	IREB1	IRP1, IREBP	9p21.1	M58510	48	ENSG00000122729	NM_002197	OTTHUMG00000019740	100880	P21399
HGNC:118	ACO2	aconitase 2, mitochondrial	Approved		ACONM	22q13.2	AH006514	50	ENSG00000100412	NM_001098	OTTHUMG00000030544	100850	Q99798
HGNC:33128	ACOT1	acyl-CoA thioesterase 1	Approved		ACH2, CTE-1, LACH2	14q24.3	DQ082754	641371	ENSG00000184227	NM_001037161	OTTHUMG00000171607	614313	Q86TX2
HGNC:18431	ACOT2	acyl-CoA thioesterase 2	Approved		Mte1, ZAP128	14q24.3	AY005822, AK001939	10965	ENSG00000119673	NM_006821	OTTHUMG00000171608	609972	P49753
HGNC:19748	ACOT4	acyl-CoA thioesterase 4	Approved		FLJ31235, PTE-Ib, PTE2B	14q24.1	BC031799	122970	ENSG00000177465	NM_152331	OTTHUMG00000169485	614314	Q8N9L9
HGNC:33159	ACOT6	acyl-CoA thioesterase 6	Approved	C14orf42		14q24.3	DQ082756, BF109853	641372	ENSG00000205669	NM_001037162	OTTHUMG00000171609	614267	Q3I5F7
HGNC:24157	ACOT7	acyl-CoA thioesterase 7	Approved		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	1p36	AB074417	11332	ENSG00000097021	NM_007274	OTTHUMG00000001295	602587	O00154
HGNC:15919	ACOT8	acyl-CoA thioesterase 8	Approved	PTE1	hACTE-III, hTE, PTE-2	20q13.12	AF014404	10005	ENSG00000101473	NM_183386	OTTHUMG00000033045	608123	O14734
HGNC:17152	ACOT9	acyl-CoA thioesterase 9	Approved		CGI-16, MT-ACT48, ACATE2	Xp22.11	AF132950	23597	ENSG00000123130	NM_012332	OTTHUMG00000021257	300862	Q9Y305
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	1p32.3	AB014607	26027	ENSG00000162390	NM_015547	OTTHUMG00000009891	606803	Q8WXI4
HGNC:24436	ACOT12	acyl-CoA thioesterase 12	Approved		Cach, THEAL, STARD15	5q14.1	AB078619	134526	ENSG00000172497	NM_130767	OTTHUMG00000131305	614315	Q8WYK0
HGNC:20999	ACOT13	acyl-CoA thioesterase 13	Approved	THEM2	HT012	6p22.1	AF220186	55856	ENSG00000112304	NM_018473	OTTHUMG00000014359	615652	Q9NPJ3
HGNC:119	ACOX1	acyl-CoA oxidase 1, palmitoyl	Approved		PALMCOX	17q25.1	U03254	51	ENSG00000161533		OTTHUMG00000180027	609751	Q15067
HGNC:120	ACOX2	acyl-CoA oxidase 2, branched chain	Approved		BRCACOX, BRCOX, THCCox	3p14.3	X95190	8309	ENSG00000168306	NM_003500	OTTHUMG00000159154	601641	Q99424
HGNC:121	ACOX3	acyl-CoA oxidase 3, pristanoyl	Approved			4p15.3	Y11411	8310	ENSG00000087008		OTTHUMG00000090509	603402	O15254
HGNC:25621	ACOXL	acyl-CoA oxidase-like	Approved		FLJ11042	2q13		55289	ENSG00000153093	NM_018308	OTTHUMG00000131257		Q9NUZ1
HGNC:122	ACP1	acid phosphatase 1, soluble	Approved		HAAP, LMW-PTP	2p25	M87546	52	ENSG00000143727	NM_004300	OTTHUMG00000086933	171500	P24666
HGNC:123	ACP2	acid phosphatase 2, lysosomal	Approved		LAP	11p11.2	X15525	53	ENSG00000134575	NM_001610	OTTHUMG00000166949	171650	P11117
HGNC:124	ACP5	acid phosphatase 5, tartrate resistant	Approved		TRAP, HPAP	19p13.2	X14618	54	ENSG00000102575		OTTHUMG00000182036	171640	P13686
HGNC:29609	ACP6	acid phosphatase 6, lysophosphatidic	Approved		LPAP, ACPL1	1q21	BC009965	51205	ENSG00000162836	NM_016361	OTTHUMG00000014019	611471	Q9NPH0
HGNC:125	ACPP	acid phosphatase, prostate	Approved		ACP3, ACP-3, PAP	3q22.1		55	ENSG00000014257	NM_001099	OTTHUMG00000159650	171790	P15309
HGNC:14376	ACPT	acid phosphatase, testicular	Approved			19q13.33	AF321918	93650	ENSG00000142513	NM_033068	OTTHUMG00000182961	606362	Q9BZG2
HGNC:126	ACR	acrosin	Approved			22q13.33	CR456366	49	ENSG00000100312	NM_001097	OTTHUMG00000150155	102480	P10323
HGNC:17195	ACRBP	acrosin binding protein	Approved		SP32, OY-TES-1, CT23	12p13.31	AB051833	84519	ENSG00000111644	NM_032489	OTTHUMG00000168715	608352	Q8NEB7
HGNC:15805	ACRC	acidic repeat containing	Approved			Xq13.1	AJ311392	93953	ENSG00000147174		OTTHUMG00000033327	300369	Q96QF7
HGNC:127	ACRV1	acrosomal vesicle protein 1	Approved		SPACA2, SP-10, D11S4365	11q24.2	AK223335	56	ENSG00000134940	NM_001612	OTTHUMG00000165854	102525	P26436
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	15q23-q24	AB014531	23205	ENSG00000103740	NM_015162	OTTHUMG00000143734	614362	Q96GR2
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	Approved		BGR, PRTD-NY3, DKFZp434K1635	19p13.3		81616	ENSG00000130377	NM_030924	OTTHUMG00000180754	614363	Q5FVE4
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2	Approved		FLJ20920, ACSMW	17q21.33	AK024573, BC012053	80221	ENSG00000167107	NM_025149	OTTHUMG00000162128	610465	Q96CM8
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3	Approved			16q24.3	AK075499	197322	ENSG00000176715	NM_174917	OTTHUMG00000138044	614245	Q4G176
HGNC:3569	ACSL1	acyl-CoA synthetase long-chain family member 1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	4q35.1	BC026290	2180	ENSG00000151726	NM_001995	OTTHUMG00000160547	152425	P33121
HGNC:3570	ACSL3	acyl-CoA synthetase long-chain family member 3	Approved	FACL3	ACS3, PRO2194	2q34-q35	D89053	2181	ENSG00000123983	NM_004457	OTTHUMG00000133160	602371	O95573
HGNC:3571	ACSL4	acyl-CoA synthetase long-chain family member 4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4	Xq22.3-q23	BC034959	2182	ENSG00000068366	NM_004458	OTTHUMG00000022190	300157	O60488
HGNC:16526	ACSL5	acyl-CoA synthetase long-chain family member 5	Approved	FACL5	ACS5, ACS2	10q25.2	AB033899	51703	ENSG00000197142	NM_016234	OTTHUMG00000019060	605677	Q9ULC5
HGNC:16496	ACSL6	acyl-CoA synthetase long-chain family member 6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2	5q31	AB020644	23305	ENSG00000164398	NM_015256	OTTHUMG00000150692	604443	Q9UKU0
HGNC:18049	ACSM1	acyl-CoA synthetase medium-chain family member 1	Approved	BUCS1	MACS1	16p12.3	AB059429	116285	ENSG00000166743	NM_052956	OTTHUMG00000131550	614357	Q08AH1
HGNC:32017	ACSM2A	acyl-CoA synthetase medium-chain family member 2A	Approved	ACSM2	A-923A4.1, MGC150530	16p12.3	AK091878, AK096039	123876	ENSG00000183747	NM_001010845	OTTHUMG00000177401	614358	Q08AH3
HGNC:30931	ACSM2B	acyl-CoA synthetase medium-chain family member 2B	Approved	ACSM2	HXMA, HYST1046	16p12.3	AY160217	348158	ENSG00000066813	NM_182617	OTTHUMG00000131555	614359	Q68CK6
HGNC:10522	ACSM3	acyl-CoA synthetase medium-chain family member 3	Approved	SAH	SA	16p13.11	D16350	6296	ENSG00000005187	NM_005622	OTTHUMG00000131552	145505	Q53FZ2
HGNC:32016	ACSM4	acyl-CoA synthetase medium-chain family member 4	Approved			12p13.31		341392	ENSG00000215009	NM_001080454	OTTHUMG00000154975	614360	P0C7M7
HGNC:26060	ACSM5	acyl-CoA synthetase medium-chain family member 5	Approved		FLJ20581	16p12.3		54988	ENSG00000183549	NM_017888	OTTHUMG00000131551	614361	Q6NUN0
HGNC:31665	ACSM6	acyl-CoA synthetase medium-chain family member 6	Approved	C10orf129	bA310E22.3	10q23.33		142827	ENSG00000173124	NM_207321	OTTHUMG00000018808		Q6P461
HGNC:16091	ACSS1	acyl-CoA synthetase short-chain family member 1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	20p11.21		84532	ENSG00000154930	NM_032501	OTTHUMG00000032112	614355	Q9NUB1
HGNC:15814	ACSS2	acyl-CoA synthetase short-chain family member 2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	20q11.22	AF263614	55902	ENSG00000131069	NM_018677	OTTHUMG00000032317	605832	Q9NR19
HGNC:24723	ACSS3	acyl-CoA synthetase short-chain family member 3	Approved		FLJ21963	12q21.31		79611	ENSG00000111058	NM_024560	OTTHUMG00000170179	614356	Q9H6R3
HGNC:129	ACTA1	actin, alpha 1, skeletal muscle	Approved	ACTA	NEM3	1q42.13	J00068	58	ENSG00000143632	NM_001100	OTTHUMG00000038006	102610	P68133
HGNC:130	ACTA2	actin, alpha 2, smooth muscle, aorta	Approved		ACTSA	10q23.31	X13839	59	ENSG00000107796	NM_001613	OTTHUMG00000018700	102620	P62736
HGNC:132	ACTB	actin, beta	Approved			7p22	M28424	60	ENSG00000075624	NM_001101	OTTHUMG00000023268	102630	P60709
HGNC:17780	ACTBL2	actin, beta-like 2	Approved		DKFZp686D0972	5q11.2		345651	ENSG00000169067	NM_001017992	OTTHUMG00000162330	614835	Q562R1
HGNC:143	ACTC1	actin, alpha, cardiac muscle 1	Approved	ACTC	CMD1R	15q14	BC009978	70	ENSG00000159251	NM_005159	OTTHUMG00000129675	102540	P68032
HGNC:144	ACTG1	actin gamma 1	Approved	ACTG, DFNA20, DFNA26		17q25.3		71	ENSG00000184009	NM_001614	OTTHUMG00000177955	102560	P63261
HGNC:145	ACTG2	actin, gamma 2, smooth muscle, enteric	Approved	ACTL3, ACTA3	ACTSG	2p13.1		72	ENSG00000163017	NM_001615	OTTHUMG00000129813	102545	P63267
HGNC:24124	ACTL6A	actin-like 6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K	3q26.33	AK098691	86	ENSG00000136518	NM_004301	OTTHUMG00000157782	604958	O96019
HGNC:160	ACTL6B	actin-like 6B	Approved	ACTL6	BAF53B	7q22	AB015906	51412	ENSG00000077080	NM_016188	OTTHUMG00000159661	612458	O94805
HGNC:161	ACTL7A	actin-like 7A	Approved			9q31	BC014610	10881	ENSG00000187003	NM_006687	OTTHUMG00000020461	604303	Q9Y615
HGNC:162	ACTL7B	actin-like 7B	Approved		Tact1	9q31	BC033789	10880	ENSG00000148156	NM_006686	OTTHUMG00000020462	604304	Q9Y614
HGNC:24018	ACTL8	actin-like 8	Approved		CT57	1p36.13	AK057339	81569	ENSG00000117148	NM_030812	OTTHUMG00000002512		Q9H568
HGNC:28494	ACTL9	actin-like 9	Approved		MGC33407	19p13.2		284382	ENSG00000181786	NM_178525	OTTHUMG00000182194		Q8TC94
HGNC:16127	ACTL10	actin-like 10	Approved	C20orf134		20q11.22	AL121906	170487	ENSG00000182584		OTTHUMG00000032262		Q5JWF8
HGNC:163	ACTN1	actinin, alpha 1	Approved			14q24.1	M95178	87	ENSG00000072110	NM_001102	OTTHUMG00000171386	102575	P12814
HGNC:164	ACTN2	actinin, alpha 2	Approved			1q42-q43	BC047901	88	ENSG00000077522	NM_001103	OTTHUMG00000040059	102573	P35609
HGNC:165	ACTN3	actinin, alpha 3 (gene/pseudogene)	Approved			11q13.2	M86407	89	ENSG00000248746	NM_001104	OTTHUMG00000160815	102574	Q08043
HGNC:166	ACTN4	actinin, alpha 4	Approved	FSGS1		19q13	D89980	81	ENSG00000130402		OTTHUMG00000137382	604638	O43707
HGNC:167	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	Approved		ARP1, Arp1A	10q24	X82206	10121	ENSG00000138107		OTTHUMG00000018956	605143	P61163
HGNC:168	ACTR1B	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	Approved	CTRN2	Arp1B	2q11.2	X82207	10120	ENSG00000115073	NM_005735	OTTHUMG00000130549	605144	P42025
HGNC:169	ACTR2	ARP2 actin-related protein 2 homolog (yeast)	Approved		ARP2	2p14	AF006082	10097	ENSG00000138071	NM_001005386	OTTHUMG00000129540	604221	P61160
HGNC:170	ACTR3	ARP3 actin-related protein 3 homolog (yeast)	Approved		ARP3	2q14.1	AF006083	10096	ENSG00000115091	NM_005721	OTTHUMG00000153497	604222	P61158
HGNC:17256	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	Approved		ARP11, ARP3beta	7q36.1		57180	ENSG00000133627	NM_020445	OTTHUMG00000151463		Q9P1U1
HGNC:37282	ACTR3C	ARP3 actin-related protein 3 homolog C (yeast)	Approved		ARP11	7q36.1		653857	ENSG00000106526		OTTHUMG00000158323		Q9C0K3
HGNC:14671	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	Approved		FLJ12785, Arp5, INO80M	20q12	AK022847	79913	ENSG00000101442	NM_024855	OTTHUMG00000032456		Q9H9F9
HGNC:24025	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	Approved		ARP6, FLJ13433	12q23.1	AF212251	64431	ENSG00000075089	NM_022496	OTTHUMG00000170245		Q9GZN1
HGNC:14672	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	Approved		INO80N	3p21.31		93973	ENSG00000113812	NM_022899	OTTHUMG00000158279		Q9H981
HGNC:17372	ACTR10	actin-related protein 10 homolog (S. cerevisiae)	Approved		HARP11, ACTR11, Arp11, Arp10	14q23.1	AF220190	55860	ENSG00000131966		OTTHUMG00000171049		Q9NZ32
HGNC:24027	ACTRT1	actin-related protein T1	Approved		AIP1, KIAA0705, ARIP1, Arp-T1	Xq25	AF440739	139741	ENSG00000123165	NM_138289	OTTHUMG00000022359	300487	Q8TDG2
HGNC:24026	ACTRT2	actin-related protein T2	Approved		Arp-T2, ARPM2, FLJ25424	1p36.3	AF440740, AB057364	140625	ENSG00000169717	NM_080431	OTTHUMG00000000562	608535	Q8TDY3
HGNC:24022	ACTRT3	actin-related protein T3	Approved		ARPM1	3q26.2	AK055346	84517	ENSG00000184378	NM_032487		608534	Q9BYD9
HGNC:171	ACVR1	activin A receptor, type I	Approved	ACVRLK2	SKR1, ALK2, ACVR1A	2q23-q24		90	ENSG00000115170	NM_001105	OTTHUMG00000131967	102576	Q04771
HGNC:172	ACVR1B	activin A receptor, type IB	Approved	ACVRLK4	ALK4, SKR2, ActRIB	12q13		91	ENSG00000135503	NM_020328	OTTHUMG00000167920	601300	P36896
HGNC:18123	ACVR1C	activin A receptor, type IC	Approved		ALK7, ACVRLK7	2q24.2	BC022530	130399	ENSG00000123612	NM_145259	OTTHUMG00000131964	608981	Q8NER5
HGNC:173	ACVR2A	activin A receptor, type IIA	Approved	ACVR2	ACTRII	2q22.2-q23.3		92	ENSG00000121989	NM_001616	OTTHUMG00000150603	102581	P27037
HGNC:174	ACVR2B	activin A receptor, type IIB	Approved		ActR-IIB	3p22	X77533	93	ENSG00000114739	NM_001106	OTTHUMG00000131291	602730	Q13705
HGNC:175	ACVRL1	activin A receptor type II-like 1	Approved	ACVRLK1, ORW2	HHT2, ALK1, HHT	12q13.13	L17075	94	ENSG00000139567		OTTHUMG00000169507	601284	P37023
HGNC:177	ACY1	aminoacylase 1	Approved			3p21.2	L07548	95	ENSG00000243989	NM_000666	OTTHUMG00000157815	104620	Q03154
HGNC:24104	ACY3	aminoacylase 3	Approved		HCBP1, MGC9740, ACY-3	11q13.2	BC008689	91703	ENSG00000132744	NM_080658	OTTHUMG00000167283	614413	Q96HD9
HGNC:179	ACYP1	acylphosphatase 1, erythrocyte (common) type	Approved			14q24.3	X84194	97	ENSG00000119640		OTTHUMG00000171767	600875	P07311
HGNC:180	ACYP2	acylphosphatase 2, muscle type	Approved			2p16.2	X84195	98	ENSG00000170634		OTTHUMG00000129287	102595	P14621
HGNC:186	ADA	adenosine deaminase	Approved			20q13.12	X02994	100	ENSG00000196839	NM_000022	OTTHUMG00000033081	608958	P00813
HGNC:30713	ADAD1	adenosine deaminase domain containing 1 (testis-specific)	Approved		Tenr	4q27	AK057303	132612	ENSG00000164113	NM_139243	OTTHUMG00000150128	614130	Q96M93
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	Approved		TENRL, FLJ00337	16q24.1	AF447586	161931	ENSG00000140955	NM_139174	OTTHUMG00000137637		Q8NCV1
HGNC:31853	ADAL	adenosine deaminase-like	Approved			15q15.3		161823	ENSG00000168803	XM_091156	OTTHUMG00000176646		Q6DHV7
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	Approved	FTNB	PH-30b, PH30, CT15	8p11.2	U52370	2515	ENSG00000104755	NM_001464	OTTHUMG00000164041	601533	Q99965
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	Approved		GP-83, EAPI	8p21.2	AF090327	8756	ENSG00000069206	NM_003817	OTTHUMG00000097859	607310	Q9H2U9
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	Approved		CD156, MS2, CD156a	10q26.3	D26579	101	ENSG00000151651	NM_001109	OTTHUMG00000019309	602267	P78325
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	Approved	CORD9	MDC9, KIAA0021, MCMP, Mltng	8p11.23	U41766	8754	ENSG00000168615		OTTHUMG00000159783	602713	Q13443
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	Approved		kuz, MADM, HsT18717, CD156c	15q2	AF009615	102	ENSG00000137845	NM_001110	OTTHUMG00000132633	602192	O14672
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	Approved	MDC		17q21.3	D17390	4185	ENSG00000073670	NM_002390	OTTHUMG00000179038	155120	O75078
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	Approved		MCMPMltna, MLTN	10q26	AF023476	8038	ENSG00000148848		OTTHUMG00000019243	602714	O43184
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	Approved		MDC15	1q21.3	U46005	8751	ENSG00000143537	NM_003815	OTTHUMG00000013898	605548	Q13444
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	Approved	TACE	cSVP, CD156B	2p25	U69611	6868	ENSG00000151694		OTTHUMG00000090425	603639	P78536
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	Approved		tMDCIII, ADAM27	8p11.22	AJ133004	8749	ENSG00000168619	NM_014237	OTTHUMG00000164040		Q9Y3Q7
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	Approved		MLTNB	5q33.3	AF311317	8728	ENSG00000135074	NM_033274	OTTHUMG00000130242	603640	Q9H013
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	Approved			14q24.2	AF029899	8748	ENSG00000134007		OTTHUMG00000167548	603712	O43506
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	Approved		ADAM31	14q24.2	AF029900	8747	ENSG00000139985		OTTHUMG00000171328	603713	Q9UKJ8
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	Approved		MDC2	7q21	AB009671	53616	ENSG00000008277	NM_021723	OTTHUMG00000137417	603709	Q9P0K1
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	Approved		MDC3	2q33	AB009672	8745	ENSG00000114948	NM_003812	OTTHUMG00000132919	603710	O75077
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23	8p21.2	AJ242015	10863	ENSG00000042980	NM_021778	OTTHUMG00000163780	606188	Q9UKQ2
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	Approved		svph1, CT73	4q34.1	AF171929	11086	ENSG00000168594		OTTHUMG00000160764	604778	Q9UKF5
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	Approved		svph4	1p12	AF171932	11085	ENSG00000134249	NM_021794	OTTHUMG00000189303	604779	Q9UKF2
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	Approved			8p11.22	BC026085	203102	ENSG00000197140	NM_145004	OTTHUMG00000164071		Q8TC27
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1	20p13	AL117415, AB055891	80332	ENSG00000149451	NM_025220	OTTHUMG00000031758	607114	Q9BZ11
HGNC:16299	ADAMDEC1	ADAM-like, decysin 1	Approved		M12.219	8p12	Y13323	27299	ENSG00000134028	NM_014479	OTTHUMG00000097858	606393	O15204
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif, 1	Approved		C3-C5, METH1, KIAA1346	21q21.3	AF060152	9510	ENSG00000154734		OTTHUMG00000078688	605174	Q9UHI8
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif, 2	Approved		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	5q35.3	AJ003125	9509	ENSG00000087116	NM_014244	OTTHUMG00000130915	604539	O95450
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif, 3	Approved		KIAA0366, ADAMTS-4	4q21	AB002364	9508	ENSG00000156140		OTTHUMG00000129912	605011	O15072
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif, 4	Approved		KIAA0688, ADAMTS-2, ADMP-1	1q31-q32	AB014588	9507	ENSG00000158859	NM_005099	OTTHUMG00000034349	603876	O75173
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5	Approved		ADMP-2, ADAMTS11	21q21.3	AF142099	11096	ENSG00000154736		OTTHUMG00000078686	605007	Q9UNA0
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif, 6	Approved		ADAM-TS6	5q13	AF140674	11174	ENSG00000049192	NM_197941	OTTHUMG00000074079	605008	Q9UKP5
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif, 7	Approved		ADAM-TS7, DKFZp434H204	15q25.1	AF140675	11173	ENSG00000136378	NM_014272	OTTHUMG00000172907	605009	Q9UKP4
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif, 8	Approved		METH2, FLJ41712, ADAM-TS8	11q25	AF060153	11095	ENSG00000134917	NM_007037	OTTHUMG00000165656	605175	Q9UP79
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif, 9	Approved		KIAA1312	3p14.1	AF261918	56999	ENSG00000163638		OTTHUMG00000158722	605421	Q9P2N4
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif, 10	Approved		ADAM-TS10	19p13.2	AF163762	81794	ENSG00000142303	NM_030957	OTTHUMG00000182216	608990	Q9H324
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif, 12	Approved			5q35	AJ250725	81792	ENSG00000151388	NM_030955	OTTHUMG00000162088	606184	P58397
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif, 13	Approved	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	9q34	AJ011374	11093	ENSG00000160323	NM_139025	OTTHUMG00000020876	604134	Q76LX8
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif, 14	Approved			10q21	AF358666	140766	ENSG00000138316	NM_080722	OTTHUMG00000018414	607506	Q8WXS8
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif, 15	Approved			11q25	AJ315733	170689	ENSG00000166106	NM_139055	OTTHUMG00000165657	607509	Q8TE58
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif, 16	Approved		ADAMTS16s	5p15	AJ315734	170690	ENSG00000145536	NM_139056	OTTHUMG00000161663	607510	Q8TE57
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif, 17	Approved		FLJ32769, FLJ16363	15q24	AJ315735	170691	ENSG00000140470	NM_139057	OTTHUMG00000149867	607511	Q8TE56
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif, 18	Approved	ADAMTS21		16q23	AJ311903	170692	ENSG00000140873		OTTHUMG00000137619	607512	Q8TE60
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif, 19	Approved			5q23.3	AJ311904	171019	ENSG00000145808	NM_133638	OTTHUMG00000128990	607513	Q8TE59
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif, 20	Approved		GON-1	12q12	AF488804	80070		NM_025003		611681	P59510
HGNC:14632	ADAMTSL1	ADAMTS-like 1	Approved	C9orf94	ADAMTSR1, FLJ35283	9p21.3	AF176313	92949	ENSG00000178031		OTTHUMG00000019604	609198	Q8N6G6
